director,release_year,movie_id,title,weighted_rating
Tony Gilroy,2009,16558,Duplicity,6.025155067443848
Tony Gilroy,2007,4566,Michael Clayton,6.232862949371338
Errol Morris,2008,8847,Standard Operating Procedure,6.100595951080322
Josef Rusnak,1999,1090,The Thirteenth Floor,6.29310417175293
Bibo Bergeron,2011,77459,A Monster in Paris,6.193380355834961
Pan Nalin,2013,211086,Faith Connections,6.087401390075684
Pan Nalin,2001,73981,Ayurveda: Art of Being,6.091455459594727
Linda Mendoza,2003,24621,Chasing Papi,6.0966973304748535
Bobby Roth,2004,34099,Brave New Girl,6.085842132568359
Thomas Langmann,2008,2395,Asterix at the Olympic Games,5.733202934265137
Patty Jenkins,2003,504,Monster,6.397839546203613
Brendan Malloy,2001,14369,Out Cold,6.077944755554199
Daniel Espinosa,2015,181283,Child 44,6.095736980438232
Daniel Espinosa,2012,59961,Safe House,6.2139668464660645
Daniel Espinosa,2010,29920,Easy Money,6.118375778198242
Brad Silberling,2009,18162,Land of the Lost,5.867746353149414
Brad Silberling,2002,31005,Moonlight Mile,6.114223480224609
Brad Silberling,1998,795,City of Angels,6.202338695526123
Brad Silberling,1995,8839,Casper,6.0452375411987305
Shyam Madiraju,2015,360339,Eden,6.083722114562988
Piyush Dinker Pandya,2001,32222,American Desi,6.088764190673828
Terence Young,1981,113464,Inchon,6.094151973724365
Terence Young,1965,660,Thunderball,6.243576526641846
Terence Young,1963,657,From Russia with Love,6.4499592781066895
Terence Young,1962,646,Dr. No,6.492617130279541
Richard Attenborough,1993,10445,Shadowlands,6.135568618774414
Richard Attenborough,1987,12506,Cry Freedom,6.134039402008057
Richard Attenborough,1982,783,Gandhi,6.65186882019043
Richard Attenborough,1977,5902,A Bridge Too Far,6.236517906188965
Kevin Allen,2004,17047,Agent Cody Banks 2: Destination London,5.976681709289551
Kevin Allen,1999,20468,The Big Tease,6.091481685638428
Antonio Simoncini,2014,241766,Lords of London,6.077803134918213
Chris Koch,2003,9582,A Guy Thing,6.030115127563477
Chris Koch,2000,15489,Snow Day,6.0279998779296875
Mikel Rueda,2014,258755,Hidden Away,6.133076190948486
Nadine Labaki,2007,7973,Caramel,6.1296539306640625
Michael Taliferro,2009,21283,Steppin: The Movie,6.088764190673828
Patrick Read Johnson,1994,11212,Baby's Day Out,6.0281267166137695
Patrick Read Johnson,1990,34086,Spaced Invaders,6.057906627655029
Eric Bress,2004,1954,The Butterfly Effect,6.916687488555908
Mitchell Lichtenstein,2007,13121,Teeth,5.932831287384033
Joe Pytka,1996,2300,Space Jam,6.3264265060424805
Daniel Lee,2015,300168,Dragon Blade,6.0679168701171875
Daniel Lee,2008,14538,Three Kingdoms: Resurrection of the Dragon,6.111146926879883
Edward Dmytryk,1968,39209,Shalako,6.084737300872803
Debra Granik,2010,39013,Winter's Bone,6.355301856994629
Jon Avnet,2008,13389,Righteous Kill,6.038965702056885
Jon Avnet,2007,3489,88 Minutes,5.996525287628174
Jon Avnet,1996,9302,Up Close & Personal,6.083726406097412
Mike Judge,2009,12569,Extract,6.027697563171387
Mike Judge,2006,7512,Idiocracy,6.177868366241455
Mike Judge,1999,1542,Office Space,6.776247024536133
Mike Judge,1996,3179,Beavis and Butt-Head Do America,6.1539306640625
Allan Dwan,1949,18712,Sands of Iwo Jima,6.0968546867370605
Robert Schwentke,2016,262504,Allegiant,5.962691783905029
Robert Schwentke,2015,262500,Insurgent,6.1786298751831055
Robert Schwentke,2013,49524,R.I.P.D.,5.699630260467529
Robert Schwentke,2010,39514,RED,6.471005916595459
Robert Schwentke,2009,24420,The Time Traveler's Wife,6.368855953216553
Robert Schwentke,2005,9315,Flightplan,6.0962910652160645
Guillaume Ivernel,2008,10800,Dragon Hunters,6.141525745391846
Floyd Mutrux,1994,88641,There Goes My Baby,6.09831428527832
Jessica Bendinger,2006,10115,Stick It,6.120939254760742
Alice Wu,2004,19316,Saving Face,6.116125106811523
Lawrence Guterman,2005,10214,Son of the Mask,5.443546772003174
Lawrence Guterman,2001,10992,Cats & Dogs,5.799756050109863
Jon Amiel,2003,9341,The Core,5.850766181945801
Jon Amiel,1999,1844,Entrapment,6.057322025299072
Jon Amiel,1997,9414,The Man Who Knew Too Little,6.14020299911499
Jon Amiel,1995,1710,Copycat,6.144908905029297
Peter Hastings,2002,18357,The Country Bears,6.056670188903809
Stéphane Aubier,2012,126319,Ernest & Celestine,6.2876296043396
Eli Craig,2010,46838,Tucker and Dale vs Evil,6.659235954284668
Jon Poll,2008,8669,Charlie Bartlett,6.170591354370117
Ridley Scott,2015,286217,The Martian,7.424368381500244
Ridley Scott,2014,147441,Exodus: Gods and Kings,5.764264106750488
Ridley Scott,2013,109091,The Counselor,5.6274566650390625
Ridley Scott,2012,70981,Prometheus,6.267176628112793
Ridley Scott,2010,20662,Robin Hood,6.156589031219482
Ridley Scott,2008,12113,Body of Lies,6.289633274078369
Ridley Scott,2007,4982,American Gangster,6.890808582305908
Ridley Scott,2006,9726,A Good Year,6.203632354736328
Ridley Scott,2005,1495,Kingdom of Heaven,6.370358943939209
Ridley Scott,2001,855,Black Hawk Down,6.81685209274292
Ridley Scott,2000,98,Gladiator,7.629193305969238
Ridley Scott,1997,4421,G.I. Jane,6.0660858154296875
Ridley Scott,1996,10534,White Squall,6.110315799713135
Ridley Scott,1989,4105,Black Rain,6.114875316619873
Ridley Scott,1982,78,Blade Runner,7.512215614318848
Ridley Scott,1979,348,Alien,7.58085823059082
Michael D. Olmos,2013,84197,Filly Brown,6.091310501098633
Michael Mayer,2006,14012,Flicka,6.093649864196777
Michael Mayer,2004,18923,A Home at the End of the World,6.1249799728393555
Lisanne Pajot,2012,80215,Indie Game: The Movie,6.321583271026611
Ric Roman Waugh,2013,134411,Snitch,5.934134483337402
Richard E. Grant,2005,15013,Wah-Wah,6.095015525817871
Jeff Lowell,2008,13160,Over Her Dead Body,5.989112377166748
Wolfgang Petersen,2006,503,Poseidon,5.868988513946533
Wolfgang Petersen,2004,652,Troy,6.691926002502441
Wolfgang Petersen,2000,2133,The Perfect Storm,6.134241580963135
Wolfgang Petersen,1997,9772,Air Force One,6.143124103546143
Wolfgang Petersen,1995,6950,Outbreak,6.165339469909668
Wolfgang Petersen,1984,34584,The NeverEnding Story,6.556593418121338
Wolfgang Petersen,1981,387,Das Boot,6.797824382781982
Bill Muir,2013,171759,The Lost Medallion: The Adventures of Billy Stone,6.086707592010498
Nacho Vigalondo,2007,14139,Timecrimes,6.313717365264893
Martin Weisz,2007,9793,The Hills Have Eyes 2,5.853954315185547
Craig Gillespie,2016,300673,The Finest Hours,6.171868324279785
Craig Gillespie,2014,198185,Million Dollar Arm,6.201050758361816
Craig Gillespie,2011,58151,Fright Night,6.057285308837891
Craig Gillespie,2007,6615,Lars and the Real Girl,6.442357063293457
Mira Nair,2006,16727,The Namesake,6.12832498550415
Mira Nair,2004,11632,Vanity Fair,6.051337242126465
Mira Nair,2001,480,Monsoon Wedding,6.132952690124512
Mira Nair,1996,28005,Kama Sutra - A Tale of Love,6.079456806182861
Mira Nair,1995,63020,The Perez Family,6.098016738891602
Ellory Elkayem,2002,8869,Eight Legged Freaks,5.930207252502441
Guy Maddin,2002,55616,Dracula: Pages from a Virgin's Diary,6.099979400634766
Lucrecia Martel,2004,44413,The Holy Girl,6.100598335266113
Peter H. Hunt,1972,14902,1776,6.113871097564697
Hans Canosa,2006,15624,Conversations with Other Women,6.097372055053711
Corey Grant,2012,98557,Dysfunctional Friends,6.088764190673828
Bob Odenkirk,2007,10071,The Brothers Solomon,6.038686752319336
Bob Odenkirk,2006,9809,Let's Go to Prison,6.053482532501221
John Lafia,1990,11186,Child's Play 2,6.0220046043396
Ian Fitzgibbon,2009,41009,Perrier’s Bounty,6.069054126739502
Roger Michell,2010,38357,Morning Glory,6.095317363739014
Roger Michell,2002,1537,Changing Lanes,6.047360897064209
Roger Michell,1999,509,Notting Hill,6.6085004806518555
Neill Blomkamp,2015,198184,Chappie,6.479154586791992
Neill Blomkamp,2013,68724,Elysium,6.333124160766602
Neill Blomkamp,2009,17654,District 9,7.033421039581299
Oren Moverman,2009,28089,The Messenger,6.204433917999268
Chris Kentis,2011,92182,Silent House,5.99029541015625
Chris Kentis,2004,83,Open Water,5.921884059906006
Kenny Ortega,2009,13576,This Is It,6.217562198638916
Kenny Ortega,2008,11887,High School Musical 3: Senior Year,6.14251708984375
Kenny Ortega,2007,13649,High School Musical 2,6.096437454223633
Kenny Ortega,2006,10947,High School Musical,6.096722602844238
Kenny Ortega,1993,10439,Hocus Pocus,6.194321632385254
Anthony Mann,1964,17277,The Fall of the Roman Empire,6.090201377868652
Bo Zenga,2009,23988,Stan Helsing,5.901022911071777
Nora Ephron,2009,24803,Julie & Julia,6.280105113983154
Nora Ephron,2000,10783,Lucky Numbers,6.031929016113281
Nora Ephron,1998,9489,You've Got Mail,6.189693927764893
Neil Mcenery-West,2015,347548,Containment,6.057366847991943
Robert Harmon,2002,16028,They,5.986330986022949
Robert Harmon,1993,10413,Nowhere to Run,6.027810573577881
Joe Cross,2010,72914,"Fat, Sick & Nearly Dead",6.140337944030762
Charlie Kaufman,2015,291270,Anomalisa,6.38679838180542
Charlie Kaufman,2008,4960,"Synecdoche, New York",6.386968612670898
Kurt Hale,2003,36825,The R.M.,6.087933540344238
Kurt Hale,2002,16653,The Singles Ward,6.099148273468018
Bob Dolman,2002,9034,The Banger Sisters,6.057277202606201
Patrick Hughes,2014,138103,The Expendables 3,6.097668647766113
Michael Haigney,2000,10991,Pokémon: Spell of the Unknown,6.0691423416137695
Robert Kenner,2008,18570,"Food, Inc.",6.334421634674072
David Hackl,2015,244316,Into the Grizzly Maze,6.022149085998535
David Hackl,2008,11917,Saw V,6.004204750061035
Zach Braff,2014,231576,Wish I Was Here,6.166386127471924
Zach Braff,2004,401,Garden State,6.487812519073486
Frank Miller,2008,8285,The Spirit,5.744706630706787
Mark Sandrich,1935,3080,Top Hat,6.169037342071533
Bryan Barber,2006,13816,Idlewild,6.0760040283203125
E.L. Katz,2013,175291,Cheap Thrills,6.122064590454102
Niki Caro,2015,228203,"McFarland, USA",6.330784797668457
Niki Caro,2005,9701,North Country,6.174797058105469
Niki Caro,2003,1088,Whale Rider,6.197738170623779
François Ozon,2003,302,Swimming Pool,6.135503768920898
François Ozon,2002,1958,8 Women,6.230199337005615
Charles Binamé,2005,49081,The Rocket: The Legend of Rocket Richard,6.093421936035156
Richard Glatzer,2014,284293,Still Alice,6.846088409423828
Richard Glatzer,2006,64499,Quinceañera,6.0998759269714355
Craig Zobel,2012,84188,Compliance,6.132017135620117
Jim Chuchu,2014,287625,Stories of Our Lives,6.093305587768555
Mathieu Kassovitz,2008,9381,Babylon A.D.,5.806654453277588
Mathieu Kassovitz,2003,4970,Gothika,5.977128505706787
Rupert Wainwright,1999,10307,Stigmata,6.074504375457764
Jonathan Hensleigh,2004,7220,The Punisher,6.096278190612793
Andrew Douglas,2005,10065,The Amityville Horror,6.057840824127197
Xavier Gens,2011,38541,The Divide,6.026280403137207
Xavier Gens,2007,1620,Hitman,5.996301174163818
William Arntz,2004,8357,What the #$*! Do We (K)now!?,6.083262920379639
Mike Flanagan,2013,157547,Oculus,6.201333999633789
Mike Flanagan,2011,74777,Absentia,6.060444355010986
Alan J. Pakula,1997,4477,The Devil's Own,6.048422813415527
Alan J. Pakula,1993,9944,The Pelican Brief,6.1509623527526855
John Robert Hoffman,2003,21765,Good Boy!,6.051041603088379
Brenda Chapman,2012,62177,Brave,6.596103668212891
Carol Reed,1968,17917,Oliver!,6.181242942810059
Carol Reed,1956,40494,Trapeze,6.100183486938477
Jacques Perrin,2009,36970,Oceans,6.2184858322143555
Jacques Perrin,2001,11516,Winged Migration,6.137381076812744
Kirk Jones,2016,302688,My Big Fat Greek Wedding 2,5.944168567657471
Kirk Jones,2012,76494,What to Expect When You're Expecting,5.981120586395264
Kirk Jones,2009,26171,Everybody's Fine,6.186226844787598
Kirk Jones,2005,11283,Nanny McPhee,6.223880290985107
Kirk Jones,1998,10162,Waking Ned,6.162961483001709
Susan Stroman,2005,9899,The Producers,6.094216346740723
Colin Strause,2010,42684,Skyline,5.611445903778076
Colin Strause,2007,440,Aliens vs Predator: Requiem,5.57356071472168
Nimród Antal,2013,193613,Metallica: Through the Never,6.141631603240967
Nimród Antal,2010,34851,Predators,6.041330337524414
Nimród Antal,2009,4597,Armored,5.987557888031006
Barry Cook,2013,77951,Walking With Dinosaurs,5.984505653381348
Barry Cook,2011,51052,Arthur Christmas,6.2496747970581055
David Winning,2014,290370,Mutant World,6.060826301574707
Stewart Hendler,2009,26688,Sorority Row,5.985281467437744
Maksim Fadeev,2015,367961,Savva. Heart of the Warrior,6.0955281257629395
Jonas Elmer,2009,14536,New in Town,6.009716510772705
John Hamburg,2009,16538,"I Love You, Man",6.235400199890137
John Hamburg,2004,5966,Along Came Polly,5.962401866912842
John Hamburg,1998,16155,Safe Men,6.0966973304748535
James Ivory,2009,42819,The City of Your Final Destination,6.089648723602295
James Ivory,2005,18840,The White Countess,6.110591888427734
James Ivory,1995,87729,Jefferson in Paris,6.084086894989014
James Ivory,1993,1245,The Remains of the Day,6.338053226470947
James Ivory,1992,8293,Howards End,6.166015148162842
James Ivory,1987,26371,Maurice,6.153509616851807
James Ivory,1985,11257,A Room with a View,6.206170558929443
Christophe Barratier,2004,5528,The Chorus,6.591568946838379
Hart Bochner,1994,14425,PCU,6.089479923248291
Mike McCoy,2012,75674,Act of Valor,6.15594482421875
Anthony O'Brien,2015,322443,The Timber,6.062607765197754
Dave Willis,2007,13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.107625961303711
P.J. Hogan,1997,8874,My Best Friend's Wedding,6.171535968780518
Jim Goddard,1986,58048,Shanghai Surprise,6.044127464294434
Richard Fleischer,1985,9626,Red Sonja,5.899982929229736
Richard Fleischer,1984,9610,Conan the Destroyer,6.0095977783203125
Richard Fleischer,1970,11165,Tora! Tora! Tora!,6.20052433013916
Richard Fleischer,1954,173,"20,000 Leagues Under the Sea",6.192724227905273
Robert Duvall,1997,2895,The Apostle,6.093560695648193
Adam Jay Epstein,2008,15544,Extreme Movie,5.99708890914917
James Bidgood,1971,42497,Pink Narcissus,6.092438220977783
David R. Ellis,2011,65055,Shark Night,5.948927402496338
David R. Ellis,2009,19912,The Final Destination,5.771441459655762
David R. Ellis,2006,326,Snakes on a Plane,5.754244327545166
David R. Ellis,2004,9759,Cellular,6.09570837020874
David R. Ellis,2003,9358,Final Destination 2,5.993531703948975
Remo D'Souza,2013,157293,ABCD (Any Body Can Dance),6.088214874267578
Irwin Winkler,2004,15237,De-Lovely,6.099979877471924
Irwin Winkler,2001,11457,Life as a House,6.216385364532471
Irwin Winkler,1999,15556,At First Sight,6.0840911865234375
Irwin Winkler,1995,1642,The Net,5.9603047370910645
Jason Connery,2009,17577,The Devil's Tomb,5.983675956726074
Kevin Carraway,2015,352978,Chain of Command,6.084309101104736
Kate Barker-Froyland,2014,244783,Song One,6.043957710266113
Benedek Fliegauf,2010,59457,Womb,6.076384544372559
Tommy O'Haver,2004,14442,Ella Enchanted,6.0327935218811035
Tommy O'Haver,2001,10050,Get Over It,6.0502705574035645
Steve Miner,2001,13503,Texas Rangers,6.079836368560791
Steve Miner,1999,9825,Lake Placid,5.9717912673950195
Steve Miner,1989,11342,Warlock,6.066869258880615
Steve Miner,1982,9728,Friday the 13th Part III,6.010948181152344
Steve Miner,1981,9725,Friday the 13th Part 2,6.070235252380371
Nick Hamm,2004,11058,Godsend,5.945274829864502
Danny Cannon,2005,9763,Goal!: The Dream Begins,6.194051742553711
Danny Cannon,1998,3600,I Still Know What You Did Last Summer,5.8146138191223145
Jonathan Lynn,2010,44147,Wild Target,6.149471759796143
Jonathan Lynn,2000,2069,The Whole Nine Yards,6.13132905960083
Jonathan Lynn,1996,9099,Sgt. Bilko,6.040341854095459
Jonathan Lynn,1992,10377,My Cousin Vinny,6.4383320808410645
Tim Chambers,2009,48620,The Mighty Macs,6.076467990875244
Mickey Liddell,2008,14745,The Haunting of Molly Hartley,6.0078253746032715
Tom Schulman,1997,13982,8 Heads in a Duffel Bag,6.0662126541137695
Jason Marsden,2014,250184,Locker 13,6.0955095291137695
Daryl Wein,2009,44990,Breaking Upwards,6.087209224700928
Gideon Raff,2008,22007,Train,6.046512603759766
Robert Lorenz,2012,87825,Trouble with the Curve,6.233267784118652
David Anspaugh,2005,29078,The Game of Their Lives,6.089085102081299
Michael Wadleigh,1970,9459,Woodstock,6.1581268310546875
Rich Cowan,2000,52790,The Basket,6.095834255218506
Claudia Llosa,2014,251321,Aloft,6.052579879760742
Márcio Garcia,2013,192210,Open Road,6.076847553253174
Juan Antonio Bayona,2012,80278,The Impossible,6.708605766296387
Juan Antonio Bayona,2007,6537,The Orphanage,6.493580341339111
Jan Pinkava,2007,2062,Ratatouille,7.246805667877197
Ash Baron-Cohen,1995,124606,Bang,6.093208312988281
Nnegest Likké,2006,30139,Phat Girlz,6.068606853485107
Harley Cokeliss,1987,27342,Malone,6.104188919067383
Àlex Pastor,2009,25769,Carriers,6.026656150817871
Chris Atkins,2009,40658,Starsuckers,6.09385871887207
Daniel Taplitz,2004,16428,Breakin' All the Rules,6.087020397186279
Ivan Reitman,2014,200505,Draft Day,6.191195487976074
Ivan Reitman,2011,41630,No Strings Attached,6.097196578979492
Ivan Reitman,2006,4474,My Super Ex-Girlfriend,5.685281753540039
Ivan Reitman,1998,6068,Six Days Seven Nights,5.966444492340088
Ivan Reitman,1990,951,Kindergarten Cop,5.977240085601807
Ivan Reitman,1988,9493,Twins,5.948471546173096
Ivan Reitman,1986,9930,Legal Eagles,6.078495025634766
Ivan Reitman,1981,10890,Stripes,6.177135944366455
Mark Tarlov,1999,16172,Simply Irresistible,6.062789440155029
Peter Segal,2013,64807,Grudge Match,6.064281463623047
Peter Segal,2008,11665,Get Smart,6.044517517089844
Peter Segal,2005,9291,The Longest Yard,6.141330242156982
Peter Segal,2004,1824,50 First Dates,6.441410064697266
Peter Segal,2000,12107,Nutty Professor II: The Klumps,5.734996318817139
Peter Segal,1996,17795,My Fellow Americans,6.102766036987305
Peter Segal,1994,36593,The Naked Gun 33⅓: The Final Insult,6.166067600250244
Hitoshi Matsumoto,2013,193722,R100,6.071596145629883
Conor McPherson,2009,39563,The Eclipse,6.093408584594727
Bart Freundlich,2005,14057,Trust the Man,6.07589054107666
Bart Freundlich,2004,20483,Catch That Kid,6.005681037902832
Noam Murro,2014,53182,300: Rise of an Empire,6.098086833953857
Ryan Little,2003,10105,Saints and Soldiers,6.140283584594727
Catherine Hardwicke,2013,215881,Plush,6.065545558929443
Catherine Hardwicke,2011,49730,Red Riding Hood,5.851504325866699
Catherine Hardwicke,2008,8966,Twilight,5.86223030090332
Catherine Hardwicke,2006,2447,The Nativity Story,6.104104518890381
Catherine Hardwicke,2005,9787,Lords of Dogtown,6.2561845779418945
Catherine Hardwicke,2003,11023,Thirteen,6.25175666809082
Joss Whedon,2015,99861,Avengers: Age of Ultron,7.150217533111572
Joss Whedon,2012,24428,The Avengers,7.301600456237793
Joss Whedon,2005,16320,Serenity,6.8362932205200195
Robinson Devor,1999,28666,The Woman Chaser,6.088348865509033
Nick Tomnay,2010,66195,The Perfect Host,6.106471538543701
Hunter Richards,2005,7515,London,6.09391450881958
Lijun Sun,2011,173931,Legend of a Rabbit,6.0836591720581055
Deryck Broom,2011,46256,The Lion of Judah,6.092695236206055
Edward Norton,2000,4967,Keeping the Faith,6.065814018249512
Allan Arkush,1981,73247,Heartbeeps,6.079046726226807
Christian Duguay,2002,15074,Extreme Ops,6.062289714813232
Christian Duguay,2000,11398,The Art of War,6.032431602478027
David Gelb,2015,243940,The Lazarus Effect,5.750669479370117
Matt Walsh,2012,89857,High Road,6.086727619171143
John A. Davis,2006,9906,The Ant Bully,5.929419040679932
John A. Davis,2001,12589,Jimmy Neutron: Boy Genius,5.997546195983887
Eugenio Derbez,2013,211954,Instructions Not Included,6.341048240661621
John Herzfeld,2007,10425,The Death and Life of Bobby Z,6.064858913421631
John Herzfeld,2001,2749,15 Minutes,6.027982711791992
Dylan Bank,2013,310933,Bleeding Hearts,6.089041709899902
Dominic Burns,2012,146631,U.F.O.,5.9534592628479
Carmen Marron,2011,61038,Go for It!,6.085560321807861
Vincente Minnelli,1948,35032,The Pirate,6.102131366729736
Brandon Camp,2009,25643,Love Happens,6.015347003936768
Rebecca Miller,2005,17113,The Ballad of Jack and Rose,6.110758304595947
Mariette Monpierre,2011,146882,Elza,6.093305587768555
Taedong Park,2014,283671,Jungle Shuffle,6.093729019165039
Alejandro Amenábar,2015,241257,Regression,5.792733192443848
Alejandro Amenábar,2009,26428,Agora,6.328640937805176
Alejandro Amenábar,2004,1913,The Sea Inside,6.299049377441406
Alejandro Amenábar,2001,1933,The Others,6.92152738571167
Chris Weitz,2011,55720,A Better Life,6.14163875579834
Chris Weitz,2009,18239,The Twilight Saga: New Moon,5.739346027374268
Chris Weitz,2007,2268,The Golden Compass,5.924350261688232
Chris Weitz,2002,245,About a Boy,6.289706230163574
Chris Weitz,2001,16300,Down to Earth,5.9857497215271
Chris Weitz,1999,2105,American Pie,6.309640407562256
Mark Helfrich,2007,10030,Good Luck Chuck,5.905545234680176
Peter Lepeniotis,2014,227783,The Nut Job,5.945211410522461
Richard Curtis,2013,122906,About Time,7.2591142654418945
Richard Curtis,2009,18947,The Boat That Rocked,6.546879768371582
Richard Curtis,2003,508,Love Actually,6.692532062530518
David Atkins,2001,20794,Novocaine,6.089212417602539
Richard Shepard,2013,192134,Dom Hemingway,6.040205001831055
Richard Shepard,2007,5353,The Hunting Party,6.1394124031066895
Richard Shepard,2005,9515,The Matador,6.1065568923950195
Oliver Parker,2011,58233,Johnny English Reborn,6.04551362991333
Oliver Parker,2002,9026,The Importance of Being Earnest,6.164254188537598
Oliver Parker,1999,24137,An Ideal Husband,6.102766036987305
Gerry Lively,2005,9288,Dungeons & Dragons: Wrath of the Dragon God,6.046512603759766
Mark Young,2014,256740,Wicked Blood,6.063835144042969
Eric Styles,1999,108346,Dreaming of Joseph Lees,6.095291614532471
Patrick Ryan Sims,2013,270554,Echo Dr.,6.092166900634766
Elizabeth Banks,2015,254470,Pitch Perfect 2,6.566222667694092
Darnell Martin,2008,14299,Cadillac Records,6.159693717956543
Max Joseph,2015,301351,We Are Your Friends,6.177414894104004
Chris Noonan,2006,13967,Miss Potter,6.119800090789795
Chris Noonan,1995,9598,Babe,6.052884101867676
Jason Zada,2016,329440,The Forest,5.681506633758545
Mario Van Peebles,2014,242166,Red Sky,6.0406904220581055
Mario Van Peebles,2011,74457,Redemption Road,6.08464241027832
Paul Gross,2008,14582,Passchendaele,6.098761558532715
Paul Gross,2002,34341,Men with Brooms,6.081759929656982
Shane Dawson,2014,292483,Not Cool,6.03249979019165
Ti West,2011,58428,The Innkeepers,5.964414119720459
Ti West,2009,25983,The House of the Devil,6.077404975891113
Aleksey German,2013,110402,Hard to Be a God,6.118179798126221
Pitof,2004,314,Catwoman,5.2275495529174805
Chris Stokes,2012,114635,The Helpers,6.076815128326416
Chris Stokes,2004,14114,You Got Served,5.999496936798096
Darren Press,2015,361398,Theresa Is a Mother,6.093305587768555
Matthew Robbins,1981,848,Dragonslayer,6.119863510131836
Harold Cronk,2016,347126,God's Not Dead 2,6.065838813781738
Joe Chappelle,1995,10987,Halloween: The Curse of Michael Myers,5.928680419921875
John McNaughton,1998,617,Wild Things,6.158717155456543
Chuck Russell,2016,332411,I Am Wrath,5.842689037322998
Chuck Russell,2002,9334,The Scorpion King,5.737732887268066
Chuck Russell,2000,10391,Bless the Child,6.011048316955566
Chuck Russell,1996,9268,Eraser,5.914966583251953
Chuck Russell,1994,854,The Mask,6.458373546600342
Chuck Russell,1987,10072,A Nightmare on Elm Street 3: Dream Warriors,6.20295524597168
Mel Smith,2001,10034,High Heels and Low Lifes,6.097095966339111
Rick de Oliveira,2003,19153,The Real Cancun,6.070196628570557
Justin Kerrigan,1999,11129,Human Traffic,6.158219814300537
Jack Sholder,1985,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.985742568969727
Gregory Widen,1995,11980,The Prophecy,6.131886959075928
Justin Thomas Ostensen,2011,107315,Below Zero,6.072379112243652
Richard Williams,1993,26672,The Thief and the Cobbler,6.111959457397461
Mark Pellington,2007,37003,U2 3D,6.099566459655762
Mark Pellington,2002,2637,The Mothman Prophecies,6.094921112060547
Mark Pellington,1999,1073,Arlington Road,6.274190425872803
Amy Heckerling,2012,73935,Vamps,5.9812188148498535
Amy Heckerling,2000,10642,Loser,5.971714496612549
Amy Heckerling,1995,9603,Clueless,6.460942268371582
Amy Heckerling,1982,13342,Fast Times at Ridgemont High,6.321218013763428
Cecil B. DeMille,1952,27191,The Greatest Show on Earth,6.118414402008057
David Slade,2010,24021,The Twilight Saga: Eclipse,5.886282444000244
David Slade,2007,4513,30 Days of Night,6.140718460083008
David Slade,2005,2652,Hard Candy,6.391735076904297
Hayao Miyazaki,2008,12429,Ponyo,6.784339427947998
Hayao Miyazaki,2004,4935,Howl's Moving Castle,7.515145778656006
Hayao Miyazaki,2001,129,Spirited Away,7.8590288162231445
Hayao Miyazaki,1997,128,Princess Mononoke,7.5132832527160645
Daniel Algrant,2002,11458,People I Know,6.0650248527526855
Andrea Di Stefano,2014,255343,Escobar: Paradise Lost,6.094780445098877
Don Taylor,1971,1687,Escape from the Planet of the Apes,6.137923240661621
Doug Lefler,2007,9703,The Last Legion,5.8992109298706055
Peter Jackson,2014,122917,The Hobbit: The Battle of the Five Armies,6.9311909675598145
Peter Jackson,2013,57158,The Hobbit: The Desolation of Smaug,7.336472511291504
Peter Jackson,2012,49051,The Hobbit: An Unexpected Journey,6.9060587882995605
Peter Jackson,2009,7980,The Lovely Bones,6.359920978546143
Peter Jackson,2005,254,King Kong,6.452572822570801
Peter Jackson,2003,122,The Lord of the Rings: The Return of the King,7.886720657348633
Peter Jackson,2002,121,The Lord of the Rings: The Two Towers,7.783504486083984
Peter Jackson,2001,120,The Lord of the Rings: The Fellowship of the Ring,7.810790538787842
Peter Jackson,1994,1024,Heavenly Creatures,6.306049346923828
Stefen Fangmeier,2006,2486,Eragon,5.494174480438232
Scott Alexander,2000,19419,Screwed,6.065356254577637
Dustin Hoffman,2012,121826,Quartet,6.119471549987793
Ronan Chapalain,2010,78394,Sea Rex 3D: Journey to a Prehistoric World,6.091113567352295
Bob Gosse,2009,30128,I Hope They Serve Beer in Hell,6.085270881652832
Joan Chen,2000,10641,Autumn in New York,6.044771671295166
Eric Bross,2011,78814,We Have Your Husband,6.089896202087402
Eric Bross,2001,34043,On the Line,6.072734832763672
Ericson Core,2015,257088,Point Break,5.826624393463135
H.M. Coakley,2016,376004,Adulterers,6.078646183013916
Warren Sheppard,2016,380733,Fight to the Finish,6.090519905090332
Alex van Warmerdam,1996,5900,The Dress,6.096133232116699
Henry Selick,2009,14836,Coraline,6.806516170501709
Henry Selick,2001,23685,Monkeybone,5.958418369293213
Harold Ramis,2009,17610,Year One,5.565664291381836
Harold Ramis,2002,9932,Analyze That,5.981688022613525
Harold Ramis,2000,1636,Bedazzled,5.921604156494141
Harold Ramis,1999,9535,Analyze This,6.19882345199585
Harold Ramis,1996,9304,Multiplicity,6.0112128257751465
Harold Ramis,1993,137,Groundhog Day,7.0156073570251465
Harold Ramis,1983,11153,National Lampoon's Vacation,6.39479923248291
Harold Ramis,1980,11977,Caddyshack,6.232990741729736
Simon Napier-Bell,2015,459488,"To Be Frank, Sinatra at 100",6.093305587768555
David Sington,2007,14284,In the Shadow of the Moon,6.140484809875488
Taylor Hackford,2013,119283,Parker,5.8562469482421875
Taylor Hackford,2010,39845,Love Ranch,6.091306209564209
